title,slug,starts_at,body,buytix_url_old,price_freeform,set_times,info
Michael Tolcher + Edon Pinchot (America's Got Talent!),michael-tolcher,11/13/12 23:30,"<p><span style=""color: #888888;""><a href=""http://www.youtube.com/user/dlaarel"" target=""_blank""></a></span></p>",http://jamminjava.3dcartstores.com/product.asp?itemid=2150,$15 ,"5:30 - The new Lobby Bar opens
6:30 - Doors
7:30 - Michael Tolcher","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 5:30
<br/>• General admission seated
<br/>• First come, first seated
"
A Great Big World (ft. Ian Axel) + Hannah Georgas + Nathan Angelo,ian-axel-hannah-georgas-nathan-angelo,11/13/12 0:00,"<p><strong>NATHAN ANGELO</strong><br />What happens when you take soulful keys and pair them with perceptive storytelling, rock-infused melodies, and heartbreaking hooks?You get Nathan Angelo.And, more recently, you get his latest release, Follow Your Heart.An Atlanta transplant and minister's son, Nathan discovered music at an early age where he spent much of his youth as his church's Director of Music, developing his vocals and finding a home on the keys. With no plans of pursuing music professionally, Nathan stumbled into songwriting more as catharsis than ambition. What started as a hobby after college quickly turned into a passion, one which he soon felt necessary to share with an audience. His first two projects Through Playing Me (2006) and These 'Ol Keys (2009) reveal a soulful disposition and a natural affinity for provocative songwriting.Coupled with an incessant touring schedule and attention paid to the ever-changing landscape of social media, Nathan has managed to sell over 15,000 albums independently. He's also toured with national acts such as the Fray, Zac Brown Band, Marc Broussard and Matt Wertz. In 2009, Nathan caught the attention of a major publishing company, Warner/Chappell. Compelled by his ability to mix modern-pop with classic songwriting, Warner/Chappell signed Nathan to a publishing deal, a rare occasion for an independent artist, and has since been called upon to write for the likes of Kelly Clarkson &amp; Justin Bieber.A commercial spin on soul-infused pop, Nathan's latest project Follow Your Heart (2011) emerges as his strongest work to date. Laced with both whimsy and candor, songs like ""Love Is On the Line,"" ""Make Up Your Mind,"" ""Forgetting You"" and ""Hurt Me"" treat the intricacies and frustrations of youth and relationships with due weight yet have a playfulness that lightens the situation. In reference to Follow Your Heart, Nathan calls it ""a very personal project yet one that I believe to be universal in its ability to relate to what we all go through.""As much an album title as it is an anthem, Follow Your Heart displays Nathan's ear for melody and keen understanding of story and reveals that he has much in store for fans both new and old.<br /><span style=""color: #888888;""><a href=""http://www.nathanangelo.com/"" target=""_blank"">Official site</a> | <a href=""http://twitter.com/nathanangelo"" target=""_blank"">Twitter</a> | <a href=""http://www.facebook.com/nathanangelo"" target=""_blank"">Facebook</a> | <a href=""http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&amp;offerid=146261&amp;type=3&amp;subid=0&amp;tmpid=1826&amp;RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Fnathan-angelo%252Fid260839446%253Fuo%253D4%2526partnerId%253D30"" target=""_blank"">Itunes</a> | <a href=""http://www.youtube.com/angeloandthemob/"" target=""_blank"">Youtube</a></span></p>",http://jamminjava.3dcartstores.com/product.asp?itemid=2186,$12 ,"6pm - The new Lobby Bar opens
7pm - Doors
8pm - Ian Axel + Hannah Georgas + Nathan Angelo","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 6pm
<br/>• General admission standing
<br/>• First come, first seated
"
Alex Goot,alex-goot,11/11/12 23:00,,http://jamminjava.3dcartstores.com/product.asp?itemid=2178,$15 ,"5pm - The new Lobby Bar opens
6pm - Doors
7pm - Alex Goot","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 5pm
<br/>• General admission standing
<br/>• First come, first seated
"
Cold Specks,cold-specks,11/11/12 2:00,,http://jamminjava.3dcartstores.com/product.asp?itemid=2180,$10 advance/$13 day of,"9pm - The new Lobby Bar opens
10pm - Doors
10pm - Cold Specks","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 9pm
<br/>• General admission seated
<br/>• First come, first seated
"
Charlie Hunter Duo,charlie-hunter-duo,11/10/12 23:00,,http://jamminjava.3dcartstores.com/product.asp?itemid=2015,$15 advance/$20 day of,"5pm - The new Lobby bar opens
6pm - Doors
7pm - Charlie Hunter Duo","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 5pm
<br/>• General admission seated
<br/>• First come, first seated"
"From The Jayhawks, An  Evening with Gary Louris",gary-louris,11/10/12 0:00,"<p><strong>THE PINES</strong><br />Rising out of the prairies of the Midwest, The Pines are one of the most distinct and powerful indie-rock/Americana groups to hit the national scene in years. Emerging from the same Minneapolis music world that spawned such notable acts as The Jayhawks, The Replacements and Bob Dylan, The Pines have gathered a stunning line-up of musical talent, in both their live shows and on record, that has gained them a faithful and growing following.  Frontmen Benson Ramsey and David Huckfelt share a common musical language rooted in the songs and songwriters of their native Iowa, while each bringing a distinct voice and sensibility to the sound that Rolling Stone senior writer David Fricke called ""quietly gripping"" stark-country. The mysterious sound of The Pines fuses Benson's ethereal, otherworldly, heart-piercing songs with David's earthy, darkly romantic and rough-hewn visionary tales. With masterful guitar work, beautiful vocals and the graceful keyboard and vocal additions of Benson's brother Alex Ramsey, the core of The Pines' sound captivates and elevates with rare intimacy.</p>
<p>Creating quite a buzz around the Twin Cities and across the Upper Midwest, The Pines caught the attention of acclaimed indie label Red House Records and signed with them in 2007, releasing their breakout album Sparrows in the Bell, named one of the top roots releases of the year by Q Magazine. The Pines wowed audiences at the 2008 South By Southwest (SXSW) and were named one of the musical highlights by CMT.com. They followed up this success with Tremolo, an album that garnered rave reviews in magazines like Rolling Stone and got airplay on tastemaker stations such as KCRW and The Current. It landed them coveted performances on Daytrotter.com and Bob Harris' popular BBC show, winning them new fans across North America and Europe. A great live act whether performing as a stripped-down trio (David Huckfelt, Benson Ramsey and Alex Ramsey) or as a full rock band, The Pines' devoted cult following and has led them to share the stage with such diverse acts as Bon Iver, Mavis Staples, The Arcade Fire, Iris DeMent, Mason Jennings and Spider John Koerner. The Pines just finished a North American tour with Mason Jennings in twenty-five cities, opening for him and playing in his band.<br /><span style=""color: #888888;""><a href=""http://www.thepinesmusic.com/"" target=""_blank"">Official site</a> | <a href=""https://twitter.com/thepinesmusic"" target=""_blank"">Twitter</a> | <a href=""http://www.facebook.com/thepinesmusic?ref=ts"" target=""_blank"">Facebook</a> | <a href=""http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&amp;offerid=146261&amp;type=3&amp;subid=0&amp;tmpid=1826&amp;RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Fthe-pines%252Fid27051547%253Fuo%253D4%2526partnerId%253D30"" target=""_blank"">Itunes</a> | <a href=""http://www.youtube.com/watch?feature=player_embedded&amp;v=xcRAEkILZVA"" target=""_blank"">Youtube</a></span></p>",http://jamminjava.3dcartstores.com/product.asp?itemid=2146,$20 advance/$25 day of,"6pm - The new Lobby Bar opens
7pm - Doors
8pm - From The Jayhawks, An  Evening with Gary Louris","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 6pm
<br/>• General admission seated
<br/>• First come, first seated"
An Evening with Unknown Hinson,unknown-hinson,11/9/12 0:00,,http://jamminjava.3dcartstores.com/product.asp?itemid=2130,$20 advance/$25 day of,"6pm - The new Lobby Bar opens
7pm - Doors
8pm - Unknown Hinson","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 6pm
<br/>• General admission standing
<br/>• First come, first seated
"
Griffin House,griffin-house,11/8/12 0:00,"<p><strong>CALLAGHAN</strong><br />Born  in Boston, Lincolnshire to a musical  family, Callaghan was classically  trained on flute from age 6, then  gravitated toward singing and playing  piano. By 14 she was writing  songs, and started trekking to London to  record with various producers.  At 18 Callaghan relocated to London  permanently to live with her  sister (whose flat was so tiny, the singer  slept under the kitchen  table), while recording a number of independent  EPs and playing all  over the city, at spots like the Bedford, Regal  Room, Royal National  Theatre, and 100 Club. A long-time Mullins fan,  Callaghan contacted him  in 2009 through MySpace while seeking a  producer, and he agreed to a  rare collaboration. An initial recording  trip to Atlanta yielded three  songs, prompting her life-changing  relocation there in 2010 to finish  the full-length. Since landing  stateside, Callaghan has toured  extensively throughout the U.S.,  especially alongside Mullins, and  regularly sells out shows in her new  home town of Atlanta. Now that  Life In Full Colour is ready for its full  release, further touring is  planned in support. This year promises to  pick up right where 2011 left  off, but where the singer's compelling  story goes from here is all  part of the adventure. For now, Callaghan  will focus on sharing her  latest creation with listeners, wherever they  may be.<br /><span style=""color: #888888;""><a href=""http://www.callaghansongs.com/home.cfm"" target=""_blank"">Official site</a> | <a href=""http://www.twitter.com/callaghanmusic"" target=""_blank"">Twitter</a> | <a href=""http://www.facebook.com/callaghanmusic"" target=""_blank"">Facebook</a> | <a href=""http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&amp;offerid=146261&amp;type=3&amp;subid=0&amp;tmpid=1826&amp;RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Fcallaghan%252Fid201636659%253Fuo%253D4%2526partnerId%253D30"" target=""_blank"">Itunes</a> | <a href=""http://www.youtube.com/callaghansongs"" target=""_blank"">Youtube</a></span></p>",http://jamminjava.3dcartstores.com/product.asp?itemid=2058,$15 advance/$18 day of,"6pm - The new Lobby Bar opens
7pm - Doors
8pm - Griffin House
","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 6pm
<br/>• General admission seated
<br/>• First come, first seated
"
Jammin' Java's FREE Election Night Party!,jammin-javas-free-election-night-party,11/6/12 22:00,,,FREE!,,"• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 5pm
<br/>• First come, first seated "
The Rocket Summer + The Classic Crime + William Beckett (at The Fillmore),the-rocket-summer,11/6/12 0:00,"<p>&nbsp;</p>
<p><strong>THE CLASSIC CRIME</strong><br />Seattle based alt-rockers The Classic  Crime are gearing up to drop their new album, Phoenix, on August 14, and  as a precursor they're offering up the ultimate in behind-the-scenes  access - a series of free podcasts detailing the full album. This week  only, they'll be releasing daily podcasts for download, each of which  will feature the band discussing different aspects of the album's  making, previewing tracks, and offering general insight into the songs'  meaning. We're kicking the series off today with the first podcast, as  well as a full stream of album-track ""You and Me Both."" If both are any  indication of what the full album has in store, then you can expect deep  lyrics, dramatic mood, and daring instrumentation.<br /><span style=""color: #888888;""><a href=""http://www.theclassiccrime.com/"" target=""_blank"">Official site</a> | <a href=""https://twitter.com/theclassiccrime"" target=""_blank"">Twitter</a> | <a href=""http://www.facebook.com/theclassiccrime"" target=""_blank"">Facebook</a> | <a href=""http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&amp;offerid=146261&amp;type=3&amp;subid=0&amp;tmpid=1826&amp;RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Fthe-classic-crime%252Fid152737245%253Fuo%253D4%2526partnerId%253D30"" target=""_blank"">Itunes</a> | <a href=""http://www.youtube.com/theclassiccrimemusic"" target=""_blank"">Youtube</a></span></p>
<p><strong>WILLIAM BECKETT</strong><br />""It all started at age 17 with a blue  minivan and unopened university letters. I packed up my dad's 'burb  buggy with 2 guitars, a barstool and a tub of t-shirts and CDs and set  off for the east coast. I played any and every show that would have me.  drove through blizzards and listened to way too much John Mayer and  Bright Eyes. I fell in love. I came home and started a band called The  Academy Is... I wrote a record about following my dreams and breaking  out for good. We did, and I never slowed down. 7 years, 3 albums, over a  half a million records sold on top of countless shows played for  thousands and thousands of people around the world including a dozen  tours in the U.S., Mexico, Canada, Japan, Australia, New Zealand,  Singapore, UK, Germany, Belgium, and Chile, my band went as far and as  fast as any of us dreamt. We performed on Jimmy Kimmel, Conan O'Brien,  and Carson Daly. Over time, lives and minds changed, and something was  missing. I was in a band veiled in secrecy and politics. I broke it up  and started over. I spent the past year and a half writing constantly,  churning out the best work of my career. ""These are hit songs. It's your  turn. You are a superstar,"" I was told. Just after the New Year, I was  inexplicably let go from the label. I took my all of my songs and my  vision and hit the ground running. I surrounded myself with a whole new  team. It's time to walk the talk.  It's all about good, honest music,  and lots of it. It's all about fearlessness and new ideas. It's all  about playing shows for the best fans in the world and making new ones.  It's all about being true to who I am and what I stand for, especially  when I don't seem to ""fit in."" I'm not interested in being anyone other  than myself. The next chapter started with the debut solo EP release  ""Walk the Talk,"" followed by much more music to come as 2012 unfolds.""<br /><span style=""color: #888888;""><a href=""http://williambeckettmusic.com/"" target=""_blank"">Official site</a> | <a href=""http://twitter.com/williambeckett"" target=""_blank"">Twitter</a> | <a href=""https://www.facebook.com/williambeckettmusic"" target=""_blank"">Facebook</a> | <a href=""http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&amp;offerid=146261&amp;type=3&amp;subid=0&amp;tmpid=1826&amp;RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Fwilliam-beckett%252Fid260172227%253Fuo%253D4%2526partnerId%253D30"" target=""_blank"">Itunes</a> | <a href=""http://www.youtube.com/watch?v=cvxHdGIvLRU&amp;feature=related"" target=""_blank"">Youtube</a></span></p>",http://www.livenation.com/event/15004932DD196AC8,$15 ,,"This show will take place at
The Filmore in Silver Spring, MD
<br/>• All ages 
<br/>• General admission standing
"
The Milk Carton Kids,milk-carton-kids,11/5/12 23:30,"<p>&nbsp;</p>
<p><strong>LESLIE STEVENS</strong><br />""Leslie &amp; the Badgers are quietly turning into one of the city's best...what makes the songs magical is the way Stevens spruces up the retro country-pop settings with clear-eyed and thoughtfully incisive lyrics."" - LA Weekly<br /><span style=""color: #888888;""><a href=""http://www.facebook.com/LeslieStevensMusic"" target=""_blank"">Facebook</a> | <a href=""http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&amp;offerid=146261&amp;type=3&amp;subid=0&amp;tmpid=1826&amp;RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Fleslie-and-the-badgers%252Fid277454739%253Fuo%253D4%2526partnerId%253D30"" target=""_blank"">Itunes</a> | Y<a href=""http://www.youtube.com/user/lesliestevenstv"" target=""_blank"">outube</a></span></p>",http://jamminjava.3dcartstores.com/product.asp?itemid=2108,$15 ,"5:30 - The new Lobby Bar opens
6:30 - Doors
7:30 - The Milk Carton Kids","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 5:30pm
<br/>• General admission seated
<br/>• First come, first seated
"
Trixie Whitley,trixie-whitley,11/4/12 23:30,,http://jamminjava.3dcartstores.com/product.asp?itemid=2174,$10 advance/$13 day of,"5:30 - The new Lobby Bar opens
6:30 - Doors
7:30 - Trixie Whitley","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 5:30pm
<br/>• General admission standing
<br/>• First come, first seated
"
Acoustic Lunch w/Multi-Wammie Award Winners: Dead Men's Hollow + Cletus & Lori,dead-mens-hollow,11/4/12 17:00,"<p><strong>CLETUS &amp; LORI</strong><br />Award-winning singer-songwriters on their own, Cletus Kennelly &amp; Lori Kelley combined their artistries, developing a style and a sense for each other's voices that is magical.  ""I haven't heard harmonies this tight since Simon &amp; Garfunkel"" (Gene Dawson, Dawson Concerts)  Their work has earned them 40 WAMMIE nominations and 12 WAMMIE awards (Washington Area Music Awards) between them, including the WAMMIE award for BEST CONTEMPORARY FOLK GROUP (three times).  Both approach their writing from a lyrical, melodic place with songs that speak to the heart.  The wit and depth each adds to the other's songs makes for an engaging show.  ""Cletus and Lori are two standout solo performers whose voices blend beautifully.""  (Scott Moore, Moore House Concerts)  As solo artists, and again as a duo, both Cletus &amp; Lori were selected to perform at D.C.'s Kennedy Center. <br /><span style=""color: #888888;""><a href=""http://www.cletusandlori.com/"" target=""_blank"">Official site</a> | <a href=""http://www.facebook.com/pages/Cletus-Lori/114381705292506"" target=""_blank"">Facebook</a> </span></p>",http://jamminjava.3dcartstores.com/product.asp?itemid=2181,$8 ,"12:00 - Doors
1:00 - WAMMIE Lunch w/Dead Men's Hollow","• Full lunch and drink menu available
<br/>• All ages
<br/>• General admission seated
<br/>• First come, first seated
"
Tony Lucca (full band!),tony-lucca-10pm,11/4/12 1:00,"<p>&nbsp;</p>
<p>Duke's impressionistic lyrics - delivered in a pure tenor that cuts  straight to the bone -- shine bright, particularly throughout the edgy  ""Kangaroo Court"" and on the guitar-driven ""Needle and Thread,"" in which  Duke assumes the role of the troubadour yearning to find ""open arms at  the bar for the prodigal son that often goes astray."" Such quests make  up the heart and soul of One Day Die - an album which finds Duke asking  questions of himself and which grabs listeners by the lapels and shakes  them into a similar frame of mind.<br />Duke has been to a lot of places  since he began his musical career. Writing and performing around South  Jersey and Philadelphia while in high school helped him win the respect  of soon-to-be-collaborators like Marshall Crenshaw, Suzzy Roche and  Dylan sidemanDavid Mansfield.<br /><span style=""color: #888888;""><a href=""http://www.mattdukemusic.net/"" target=""_blank"">Official site</a> | <a href=""http://www.twitter.com/matt_duke"" target=""_blank"">Twitter</a> | <a href=""http://www.facebook.com/pages/Matt-Duke/14795879411"" target=""_blank"">Facebook</a> | <a href=""http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&amp;offerid=146261&amp;type=3&amp;subid=0&amp;tmpid=1826&amp;RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Fmatt-duke%252Fid186435321%253Fuo%253D4%2526partnerId%253D30"" target=""_blank"">Itunes </a>| <a href=""http://www.youtube.com/mattdukemusic"" target=""_blank"">Youtube</a></span></p>",http://jamminjava.3dcartstores.com/product.asp?itemid=2037,$15 ,"9pm - The new Lobby Bar opens
10pm - Doors
10pm - Tony Lucca
After The Show - Lobby Bar stays open!
","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 9pm
<br/>• General admission standing
<br/>• First come, first seated
"
Tony Lucca (full band!),tony-lucca-7pm,11/3/12 23:00,"<p>&nbsp;</p>
<p>Duke's impressionistic lyrics - delivered in a pure tenor that cuts straight to the bone -- shine bright, particularly throughout the edgy ""Kangaroo Court"" and on the guitar-driven ""Needle and Thread,"" in which Duke assumes the role of the troubadour yearning to find ""open arms at the bar for the prodigal son that often goes astray."" Such quests make up the heart and soul of One Day Die - an album which finds Duke asking questions of himself and which grabs listeners by the lapels and shakes them into a similar frame of mind.<br />Duke has been to a lot of places since he began his musical career. Writing and performing around South Jersey and Philadelphia while in high school helped him win the respect of soon-to-be-collaborators like Marshall Crenshaw, Suzzy Roche and Dylan sidemanDavid Mansfield.<br /><span style=""color: #888888;""><a href=""http://www.mattdukemusic.net/"" target=""_blank"">Official site</a> | <a href=""http://www.twitter.com/matt_duke"" target=""_blank"">Twitter</a> | <a href=""http://www.facebook.com/pages/Matt-Duke/14795879411"" target=""_blank"">Facebook</a> | <a href=""http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&amp;offerid=146261&amp;type=3&amp;subid=0&amp;tmpid=1826&amp;RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Fmatt-duke%252Fid186435321%253Fuo%253D4%2526partnerId%253D30"" target=""_blank"">Itunes </a>| <a href=""http://www.youtube.com/mattdukemusic"" target=""_blank"">Youtube</a></span></p>
<p>&nbsp;</p>
<p>&nbsp;</p>",http://jamminjava.3dcartstores.com/product.asp?itemid=2036,$15 ,"5pm - The new Lobby Bar opens
6pm - Doors
7pm - Tony Lucca","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 6pm
<br/>• General admission standing
<br/>• First come, first seated
"
Private Event,private-event97,11/2/12 23:00,,,,,
Noah Gundersen + David Ramirez,noah-gundersen-david-ramirez,11/1/12 23:30,,http://jamminjava.3dcartstores.com/product.asp?itemid=2158,$10 ,"5:30 - The new Lobby Bar opens
6:30 - Doors
7:30 - Noah Gundersen + David Ramirez","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 5:30
<br/>• General admission seated
<br/>• First come, first seated"
Susanna Hoffs (from The Bangles),susanna-hoffs,10/31/12 23:30,,http://jamminjava.3dcartstores.com/product.asp?itemid=2154,$20 ,"5:30  - The new Lobby Bar opens
6:30 - Doors
7:30 - Susanna Hoffs (from The Bangles)","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 5:30
<br/>• General admission seated
<br/>• First come, first seated
"
Zombie Prom,zombie-prom,10/31/12 0:00,,http://jamminjava.3dcartstores.com/product.asp?itemid=2160,$10 advance/$13 day of,"6pm - The new Lobby Bar opens
7pm - Doors
8pm - Zombie Prom","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 6pm
<br/>• General admission standing
<br/>• First come, first seated"
Chris Ayer + Jesse Ruben + Johnnyswim,chris-ayer-jesse-ruben,10/29/12 23:30,"<p><strong>JESSE RUBEN</strong><br />Philly-bred singer-songwriter Jesse Ruben freely confides that he's done a bit of ""obsessing"" over his second album, The Ones That Matter. Not that such anxiety is evident on the highly accomplished disc, the follow-up to Ruben's self-released 2008 debut, Aiming for Honesty. Adding full-band accompaniment to his lush, soulful pop-rock, Ruben also stretches impressively as a writer on The Ones That Matter, achieving a near-novelistic sense of character and setting on finely hewn tracks like ""A Lack of Armor,"" ""Bleeker and Sixth,"" and ""Unbreakable."" His relentless attention to detail pays off handsomely. Ruben's expansive and deeply compassionate point of view has resonated strongly with an ever-growing audience, whom the performer has cultivated with virtually nonstop touring and persistent online networking; as a result, he's sold some 5,000 copies of Honesty on his own. The artist cites singer-songwriters like Paul Simon, Joni Mitchell and James Taylor as his greatest influences, but also admits a fondness for the standards penned by Cole Porter and the Gershwins. As a live performer he racked up odd experiences like playing backyard barbecues, singing at a daytime Sweet 16 party, and even serenading a couple of fans on their anniversary (he showed up in their kitchen with his guitar, at the woman's bidding, to surprise her boyfriend). The gigs gradually got bigger, and soon Ruben was paying his rent with engagements across the East Coast - becoming adept at getting around by commuter rail, booking cheap flights, promoting his shows and maintaining contact with fans via Facebook, his blog and the comments on his YouTube video posts.But for the time being, Ruben's true home is the road - where he'll no doubt continue to touch lives, have offbeat adventures and add new names to the ever-growing list of The Ones That Matter.<br /><span style=""color: #888888;""><a href=""http://www.jesseruben.com/"" target=""_blank"">Official Site</a> | <a href=""http://www.twitter.com/jesseruben/"" target=""_blank"">Twitter</a> | <a href=""http://www.facebook.com/jesseruben"" target=""_blank"">Facebook</a> | <a href=""http://itunes.apple.com/us/artist/jesse-ruben/id269249439?uo=4&amp;partnerId=30"" target=""_blank"">iTunes</a> | <a href=""http://www.youtube.com/jesserubenmusic/"" target=""_blank"">YouTube </a></span></p>
<p><strong>JOHNNYSWIM</strong><br />JOHNNYSWIM is a Los Angeles based duo composed of Amanda Sudano and Abner Ramirez. The two began writing and singing together in the spring of 2006 and found that their similar influences of folk, soul, and rock blended together lusciously. Nashville newspaper ""the Tennesean"" describes JOHNNYSWIM as ""A mix of Lauryn Hill and John Mayer"". The inspiration for the name of the duo came from the scene in the classic movie Jaws when a character named Johnny is attempting to flee from the shark as his friend shouts from the pier, ""Swim, Johnny, swim!"". Johnnyswim regularly perform new material for the New Music Mondays installment on their official YouTube Channel. Sudano spent summers touring the world as a backing singer for her mother Donna Summer.<br /><span style=""color: #888888;""><a href=""http://johnnyswim.com/"" target=""_blank"">Official site</a> | <a href=""http://twitter.com/johnnyswim"" target=""_blank"">Twitter</a> | <a href=""http://www.facebook.com/JOHNNYSWIM"" target=""_blank"">Facebook</a> | <a href=""http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&amp;offerid=146261&amp;type=3&amp;subid=0&amp;tmpid=1826&amp;RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Fjohnnyswim%252Fid292160052%253Fuo%253D4%2526partnerId%253D30"" target=""_blank"">Itunes</a> | <a href=""http://www.youtube.com/johnnyswim"" target=""_blank"">Youtube</a></span></p>",http://jamminjava.3dcartstores.com/product.asp?itemid=2164,$10 advance/$13 day of,"5:30 - The new Lobby Bar opens
6:30 - Doors
7:30 - Show","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 5:30
<br/>• General admission seated
<br/>• First come, first seated
"
A Rocket To The Moon + Austin Gibbs + Bonaventure,a-rocket-to-the-moon,10/28/12 23:30,"<p><br /><strong>AUSTIN GIBBS</strong><br /><span style=""color: #888888;""><a href=""http://austincgibbs.tumblr.com/"" target=""_blank"">Official site</a> | <a href=""https://twitter.com/Austingibbs"" target=""_blank"">Twitter</a> | <a href=""http://www.facebook.com/AustinChandlerGibbs"" target=""_blank"">Facebook</a> | <a href=""http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&amp;offerid=146261&amp;type=3&amp;subid=0&amp;tmpid=1826&amp;RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Faustin-gibbs%252Fid311552775%253Fuo%253D4%2526partnerId%253D30"" target=""_blank"">Itunes</a> | <a href=""http://www.youtube.com/user/AustinGibbsMusic/videos?flow=grid&amp;view=0"" target=""_blank"">Youtube</a></span></p>
<p><strong>BONAVENTURE</strong><br />Over the course of the past few months, Bonaventure has turned heads with a rapidly growing online presence.  Coupling heartfelt songwriting and a powerful live performance, the band is quickly becoming a household name.  Look for Bonaventure on tour this fall with A Rocket To The Moon and Austin Gibbs.<br /><span style=""color: #888888;""><a href=""http://www.bonaventuremusic.com/"" target=""_blank"">Official site</a> | <a href=""https://twitter.com/Bonaventure"" target=""_blank"">Twitter</a> | <a href=""http://www.facebook.com/bonaventuremusic"" target=""_blank"">Facebook</a> | <a href=""http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&amp;offerid=146261&amp;type=3&amp;subid=0&amp;tmpid=1826&amp;RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Fbonaventure%252Fid479416603%253Fuo%253D4%2526partnerId%253D30"" target=""_blank"">Itunes</a> | <a href=""http://www.youtube.com/watch?feature=player_embedded&amp;v=3ncD4mPcwe8"" target=""_blank"">Youtube</a></span></p>",http://jamminjava.3dcartstores.com/product.asp?itemid=2170,$15 ,"5:30 - The new Lobby Bar opens
6:30 - Doors
7:30 - The Rocket To The Moon","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 5:30pm
<br/>• General admission standing
<br/>• First come, first seated
"
Private Event,private-event96,10/27/12 23:00,,,,,
Pat Sommers' Rock Shop,pat-sommers-rock-shop,10/27/12 17:30,,http://jamminjava.3dcartstores.com/product.asp?itemid=2129,$10 ,"1:00 - Doors
1:30 - Pat Sommers' Rock Shop","• Full lunch and drink menu available
<br/>• All ages
<br/>• General admission standing
<br/>• First come, first seated
"
The Halloween Java Jam feat. Moogatu,the-halloween-java-jam,10/27/12 1:30,"<p><strong>COVERED WITH JAM</strong><br />A DC based music collective consisting of the finest  Funk/Jazz/Jam/Blues/Rock/Improv musicians in the DMV ...brought together  to perform their favorite tunes, while covering them with the tastiest  jams you ever heard.<br /><a href=""http://www.reverbnation.com/coveredwithjam"" target=""_blank"">Official Site</a> | <a href=""http://www.facebook.com/pages/Covered-with-Jam/141085319244525?sk=info"" target=""_blank"">Facebook</a> | <a href=""http://youtube.com/jyumily"" target=""_blank"">YouTube </a></p>
<p><strong>THE HEALTHY DOSES</strong><br />A musical collaboration between a group of like minded individuals focused on the experience of live music, not just the sound...but the atmosphere. <br /><a href=""http://www.facebook.com/TheHealthyDoses"" target=""_blank"">Facebook</a></p>",http://jamminjava.3dcartstores.com/product.asp?itemid=2159,$10 advance/$13 day of,"9:00 - The new Lobby Bar opens
9:30 - Doors
9:30 - The Halloween Java Jam","• Full dinner and drink menu available
<br/>• All ages
<br/>• The Lobby Bar opens at 9:30
<br/>• General admission standing
<br/>• First come, first seated"
